Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks,Monthly Revenue,Annual Burn Rate,Customer Acquisition Cost (CAC),Customer Lifetime Value (CLV),Active Users,Revenue Growth Rate (%),Funding Utilization (%),Profit Margin (%),Valuation at Funding,Operating Expenses
2588,07/07/2015,Wudstay,Budget Accommodation aggregator,,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,"30,00,000",Series A,1741739,8089505,392,3897,733855,37.9,53.4,,1475906,1704871
2589,07/07/2015,Liases Foras,Real Estate Rating & Analysis,,New Delhi,DMG information Asia Pacific,Private Equity,"50,00,000",Series A,371191,13963820,123,1917,,33.6,104.9,5.8,89563866,1530815
2590,07/07/2015,Eatlo,Food Delivery platform,,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,,,1905392,13911921,161,"2,171",1107245,-19.4,70.4,5.4,290088938,129495
2591,07/07/2015,IndiaLends,Financial Tech,,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,,Pre-Series A,2670077,15613842,261,3313,975794,10.5,85.9,29.3,"195,309,305",1320956
2592,08/07/2015,Quinto,Food Discovery App,,Pune,Jaydeep Barman,Seed Funding,,,491306,,324,,1839550,,32.5,-22.5%,227279963,403506
2593,08/07/2015,Saavn,Music Streaming App,,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,"10,00,00,000",Series C,1542308,1000000000,259,1141,1609419,-29.4%,26.3,-52.6%,328638350,150577
2594,08/07/2015,Flytxt,Big Data & Analytics platform,,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,"1,10,00,000",Series A,846991,15596999,103,2953,939615,-30.4,98.0,11.6,29575150,"1,450,423"
2595,08/07/2015,Axtria,Big Data & Analytics platform,,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,"3,00,00,000",Series C,2513228,15870393,412,4807,1062676,-4.7,79.8,52.3,474616654,840387
2596,08/07/2015,33Coupons,Coupon Aggregator Platform,,Kanpur,Not Disclosed,Seed Funding,"20,000",,3621106,10953047,275,369,1378676,-14.3,102.4%,5.2%,208336754,"1,629,613"
2597,08/07/2015,Ampere,Electric Scooter manufacturer,,Coimbatore,Ratan Tata,Seed Funding,,,4843031,10440646,219,1689,587331,-8.9,31.6,19.9,41469005,1460853
2598,08/07/2015,Hopping Chef,Online Food-Tech Platform,,Mumbai,Mirah Hospitality,Seed Funding,"4,70,000",Strategic Investment,1957701,14481616,439,2691,1201950,-14.3,37.2%,8.0,333935057,373955
2599,08/07/2015,Collectabillia,Celebrity Fashion Brand,,Bangalore,Accel Partners,Private Equity,"75,00,000",Series B,4319027,9160274,220,4633,33557,9.6,26.3,28.6,429415985,698557
2600,08/07/2015,Lendingkart,Online Finance lending platform,,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,"1,00,00,000",Series A,1088404,8336899,84,4842,1877548,-5.8%,85.0,2.6,194725348,
2601,08/07/2015,Lybrate,Healthcare Mobile App,,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,"1,02,00,000",Series A,3906875,16086832,492,2966,1881070,34.3%,81.6,8.2,261507427,"1,089,647"
2602,08/07/2015,Zoomcar,Self-driven vehicle rental,,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,"1,10,00,000",Series B,"2,822,108",15801619,194,,1779116,15.6,62.6,51.0,280030685,464589
2603,09/07/2015,\\xc2\\xa0News in shorts,\\xc2\\xa0News Aggregator mobile app,,\\xc2\\xa0Noida,\\xc2\\xa0Tiger Global,Private Equity,"\\xc2\\xa020,000,000",\\xc2\\xa0Series B,3795703,4218117,447,2101,423847,27.9,33.5%,38.6,48336297,1454977
2604,09/07/2015,\\xc2\\xa0Bluestone,\\xc2\\xa0Online Jewellery Store,,\\xc2\\xa0Bangalore,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,"\\xc2\\xa016,200,000",,3782586,16598132,260,2254,"1,576,442",-21.8,22.4%,-7.3%,132051390,1332018
2605,09/07/2015,\\xc2\\xa0Shopsity,\\xc2\\xa0Fashion Info Aggregator App,,\\xc2\\xa0Gurgaon,"\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato",Seed Funding,\\xc2\\xa0N/A,,2671512,6597182,124,3682,1149186,-0.6,45.9,-6.6,248067711,1791576
2606,09/07/2015,\\xc2\\xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,,\\xc2\\xa0New Delhi,"\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,\\xc2\\xa0N/A,,1301963,2832147,,2744,1966767,14.7%,20.3%,-4.9,123502687,
2607,\\xc2\\xa010/7/2015,\\xc2\\xa0Infinity Assurance,\\xc2\\xa0Warranty Programs Service Administration,,\\xc2\\xa0New Delhi,\\xc2\\xa0Indian Angel Network,Seed Funding,"\\xc2\\xa0600,000",,2640397,17580463,455,2787,31150,21.1,114.9,,408227036,1622505
2608,10/07/2015,\\xc2\\xa0Footprints Education,\\xc2\\xa0Pre-School Chain,,\\xc2\\xa0Gurgaon,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,"\\xc2\\xa0685,000",,4137413,4836824,,,794682,-1.0%,37.0,-3.8%,251836254,1540936
2609,10/07/2015,\\xc2\\xa0Loylty Rewards,\\xc2\\xa0Premium Loyalty Rewards Point Management,,\\xc2\\xa0Mumbai,\\xc2\\xa0IndianIdeas.com,Private Equity,"\\xc2\\xa019,350,000",\\xc2\\xa0Late Stage,"4,853,882",5472775,73,735,194499,2.0,46.5%,7.0,4225911,462770
2610,13/07/2015,\\xc2\\xa0Ameyo,\\xc2\\xa0Contact Center Software Platform,,\\xc2\\xa0Gurgaon,\\xc2\\xa0Forum Synergies PE Fund,Private Equity,"\\xc2\\xa05,000,000",\\xc2\\xa0Series A,4638974,9881759,,4790,1892129,4.2,99.9,-9.3,399497841,871438
2611,13/07/2015,\\xc2\\xa0Mamagoto,\\xc2\\xa0Casual Dining restaurant Chain,,\\xc2\\xa0New Delhi,\\xc2\\xa0Goldman Sachs,Private Equity,"\\xc2\\xa010,000,000",\\xc2\\xa0Series A,923705,,427,3537,340422,6.0,119.5%,22.8,445808202,943441
2612,13/07/2015,\\xc2\\xa0Satvacart,\\xc2\\xa0Online Grocery Delivery,,\\xc2\\xa0Gurgaon,\\xc2\\xa0Palaash Ventures,Seed Funding,\\xc2\\xa0N/A,,2995024,3275174,325,2954,77552,55.3,82.1%,-31.8,152664688,414166
2613,14/07/2015,MySmartPrice,Online comparison engine,,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,"1,00,00,000",Series B,540883,7911446,95,2918,224716,,45.3,-19.5,265856157,
2614,14/07/2015,Zenify,Residential Rental management platform,,Bangalore,Atul Jalan,Seed Funding,\\xc2\\xa0N/A,,,4436956,295,2904,1930223,12.8,65.3,26.5%,,1646547
2615,14/07/2015,Boxmyspace,Physical Storage warehouses,,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,"3,00,000",,4961831,"3,941,360",215,2849,1061554,-13.2,26.0,57.5%,307028810,148835
2616,14/07/2015,HackerRank,Tech Recruitment platform,,Bangalore,HR Technology fund,Private Equity,"75,00,000",Series C,281828,18252054,66,1785,215431,-12.7,30.9,16.3,256041512,1854165
2617,14/07/2015,WickedRide,Bike Rental Platform,,Bangalore,Undisclosed,Seed Funding,"7,90,000",,3289731,11951232,492,3703,794167,7.7,91.0%,-10.9,238313573,1657907
2618,14/07/2015,WoWexpress,Tech enabled logistics platform,,Mumbai,Tamarind Family Private Trust,Seed Funding,"5,00,000",,4728689,374944,303,1300,851412,34.6%,102.9,-17.8,91681779,1252167
2619,15/07/2015,Oyo Rooms,Budget Hotel Accommodation,,Gurgaon,"Softbank, Sequoia Capital",Private Equity,"10,00,00,000",Series B,4238978,2122147,53,3284,1602589,8.0%,,0.6,70299940,1751107
2620,15/07/2015,Mobikon,Restaurant customer engagement platform,,Pune,Jungle Ventures,Private Equity,"23,00,000",Series B,1974573,16297371,174,2655,439338,8.9,93.8,41.7,"189,215,234",1730717
2621,15/07/2015,InstaLively.com,Live video streaming app,,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,,,,5471391,420,1862,232496,-2.9,84.0,22.9%,654392,1914310
2622,15/07/2015,Roadrunnr,Hyper local logistics platform,,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,"1,10,00,000",Series A,"4,621,023",3132706,223,4029,1499607,-22.8%,71.0,-20.9,251395550,"53,805"
2623,16/07/2015,Ketto,Crowd Funding Platform,,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,"7,00,000",,4608186,13343860,249,1626,862192,20.7,48.9,19.1,178013137,1809041
2624,17/07/2015,QuikWallet,F&B sector Mobile Payment platform,,Mumbai,Snow Leopard Technology Ventures,Private Equity,"16,00,000",Follow on Funding,2903308,16776762,75,3314,"248,285",6.9%,118.5%,45.9,213814999,1095234
2625,17/07/2015,Omnikart,Industrial Supplies B2B ecommerce,,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,"1,00,000",,4894895,8031047,59,1291,856559,20.9,44.8%,39.5,390733263,1609997
2626,20/07/2015,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,"1,50,00,000",No confirmation,43001,14883244,489,1042,852258,15.1,40.9%,43.3%,292580505,777081
2627,20/07/2015,Innoviti,Payment Solutions platform,,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,"48,50,000",Series A,3090720,,476,2896,461700,-7.3,31.0,30.0,478737232,909865
2628,21/07/2015,ZenRadius,Online Hiring Platform,,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,,,211939,2265302,52,4879,"401,207",16.5%,85.9%,-22.1%,16218861,"1,425,827"
2629,21/07/2015,Joy by nature,Organic Food ecommerce,,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,"10,00,000",Series A,4679757,15978712,276,1534,192013,-13.8,110.1,-10.2,24233046,838903
2630,22/07/2015,Iqlect,Big Data & Analytics platform,,Bangalore,Exfinity Venture Partners,Private Equity,"20,00,000",Series A,"3,408,485",18387076,342,616,1680928,16.4,33.4,53.5%,356904620,664154
2631,22/07/2015,deGustibus,Fine Dining Restaurant Chain,,Mumbai,India Value Fund Advisors,Private Equity,"3,00,00,000",Late Stage,4568874,19691779,440,646,21424,10.7,30.4%,1.5,"414,261,522",269369
2632,23/07/2015,Nestaway,Luxury Rental Homes,,Bangalore,"Flipkart, Tiger Global",Private Equity,"1,27,50,000",Series A,2822086,2091221,282,2484,1016156,42.8%,110.4,-37.4%,184957394,37026
2633,23/07/2015,Mswipe,Mobile Point of Sale payment solution,,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,"2,50,00,000",Series B,434650,11344848,435,3924,37753,-5.3,86.1,25.2,456313644,1763870
2634,23/07/2015,Myonsto,Online Grocers,,Ahmedabad,Jayant Bokadia,Seed Funding,"3,20,000",,,12506055,,3575,1608193,-14.5%,116.9%,36.6%,137524617,950470
2635,23/07/2015,iCrushiFlush,Casual Dating App,,Mumbai,IDG Ventures India,Seed Funding,,,1691155,1673436,12,1085,797310,3.7,91.0,8.0,247262456,577785
2636,23/07/2015,MedGenome,Clinical Genomics Provider,,Bangalore,Sequoia Capital,Private Equity,"2,00,00,000",Series B,3722430,19037789,235,4182,1962522,24.2,97.2,,,1192964
2637,23/07/2015,HolidayIQ,Travel information portal,,Bangalore,MakeMyTrip,Private Equity,"1,50,00,000",Strategic Investment,772140,2147769,136,866,108649,-44.0,,-10.7%,18913904,1957841
2638,23/07/2015,Fitternity,Fitness Marketplace,,Mumbai,Exfinity Venture Partners,Private Equity,"10,00,000",Series A,4263683,5447705,378,2818,664093,29.5%,43.8,-1.6,400655459,
2639,23/07/2015,Quikr,Online & Mobile classified listings,,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,"6,00,00,000",Late Stage,1212627,19373164,171,4252,789175,7.8,76.9,,406137577,1050553
2640,23/07/2015,JetSetGo,Private Jet/ Helicopter Marketplace,,New Delhi,YourWeCan Ventures,Seed Funding,,,2492159,11166375,206,"4,048",,-10.8,55.8%,-16.8%,248801752,1667524
2641,24/07/2015,BroEx,Real Estate Broker network App,,Gurgaon,Lightspeed India,Private Equity,"10,00,000",Bridge round,1031343,13616774,269,3525,874875,4.6,67.0,45.9,470825077,60766
2642,25/07/2015,Shopatplaces,Ethnic/ Traditional Fashion Store,,New Delhi,Indian Angel Network,Seed Funding,,,2339472,9924792,480,1688,918289,-2.8,71.6,-72.9,86934548,1999661
2643,25/07/2015,CredR,Used Bikes Marketplace,,Mumbai,Fidelity Growth Partners,Private Equity,"1,50,00,000",Series A,2271826,15074135,40,"3,842",890827,-12.5%,22.7,0.3,306977047,1428284
2644,27/07/2015,ManageMySpa,Spa & Salon Management Software,,Hyderabad,Accel Partners,Private Equity,"60,00,000",Series A,47256,1721241,278,1963,1066851,-26.8,80.9%,-3.3,"435,666,770",1527359
2645,27/07/2015,Townrush,B2B logistics delivery platform,,Bangalore,Lightspeed Venture Partners,Seed Funding,,,2847701,13547698,197,1784,383391,26.6%,55.9%,24.9,191488861,478993
2646,27/07/2015,Locus,Logistics Automation Platform,,Bangalore,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,,,3937515,1426095,22,2686,"477,576",0.8,101.2,-43.3%,131603563,
2647,27/07/2015,Bevy,Online Hiring Platform,,Bangalore,Varun Agarwal & Others,Seed Funding,,,4682654,3674390,408,3106,997480,4.2,25.6%,-9.1,274618182,1254014
2648,28/07/2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,"10,00,00,000",Series D,1666966,10174287,457,1085,1288036,28.9,75.6,-4.7%,277114484,1881104
2649,28/07/2015,Flipkart.com,Online Marketplace,,Bangalore,Steadview Capital and existing investors,Private Equity,"70,00,00,000","Late Stage, 10th Round More here",4405319,9022406,90,4664,784695,13.1%,56.0,20.1%,434291964,506229
2650,28/07/2015,Opinio,Hyperlocal food & grocery store,,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,"13,00,000",,,3135619,381,4341,913948,-19.2,29.3,9.8,173183277,1359560
2651,28/07/2015,Zoctr,Health-Tech platform,,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,"10,00,000",,4942146,15981800,352,1449,1979055,25.5,61.4,-31.4%,42474179,620198
2652,29/07/2015,Zimmber,Hyperlocal Handyman Services,,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,"20,00,000",Series A,1877841,6107112,354,"1,246",,,60.9,1.5%,416922873,1790421
2653,29/07/2015,trueHb,Medical Tech Instruments,,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,"24,00,000",,4257439,17340622,232,391,90833,22.1%,95.3,-9.4,28367803,1167053
2654,29/07/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,"5,00,00,000",Series A,2834087,398375,163,2060,721324,-5.3,35.2%,21.6%,91860038,
2655,29/07/2015,Swajal,Innovative Water Solutions,,Gurgaon,Abhishek Gupta,Private Equity,"12,00,000",Series A,310188,4822976,39,895,107851,-17.5,103.0,3.8,416884531,1988700
2656,30/07/2015,Pipa Bella,Online Jewelry Store,,Mumbai,LionRock Capital,Private Equity,"6,00,000",Pre-Series A,1366302,6007366,22,4655,1750427,-6.0,24.8,53.7,365498498,292574
2657,30/07/2015,Pragmatix,Business intelligence & Analytics,,Mumbai,SIDBI Venture Capital Ltd,Private Equity,"24,00,000",Series A,3366815,11959639,92,4492,1649077,14.1%,71.6%,-6.6,84453612,815563
2658,30/07/2015,Droom.in,Used Vehicle Marketplace,,New Delhi,"Lightbox Ventures, Beenos",Private Equity,"1,60,00,000",Series A,819729,8080498,266,4151,931629,40.5%,84.9,-4.2,59661094,1366688
2659,30/07/2015,MadRat Games,Educational Board Games,,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,"1,68,000",,2184965,3226327,74,1443,532111,-3.2,21.4%,-3.3,352224402,813568
2660,30/07/2015,Noodle Play,Chinese food delivery,,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,"1,68,000",,3879041,11464187,344,3465,1438165,-1.0,26.9,5.2,314933823,279951
2661,30/07/2015,Wassup,On-Demand Laundry & Dry cleaning App,,Chennai,B S Nagesh,Private Equity,,Pre-Series A,765802,19169709,311,2481,367654,32.4,47.4,31.0,243661679,595955
2662,30/07/2015,Cartisan,On-Demand Car services App,,Bangalore,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,,,2493020,2759973,175,1402,1540367,3.3%,58.1,-1.1,120812803,1741455
2663,31/07/2015,LazyLad,Hyperlocal Grocery App,,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,"5,00,000",pre-Series A,1089996,5118865,48,2696,1748983,46.3,54.7,0.1%,25944583,365899
2664,31/07/2015,TripFactory,Online Curated Holiday package bookings,,Bangalore,"Aarin Capital Partners,",Private Equity,,Series A,2691709,9621966,261,868,,9.0%,117.1,18.9,"468,056,640",1287152
2665,31/07/2015,Prothom,Hasbro Toy Manufacturer,,Pune,Oliphabs Capital,Private Equity,"20,00,000",Series A,1218743,14560039,412,4802,1065504,35.4%,36.7,-13.7,51310834,282420
2666,31/07/2015,Bona Vita,Travel Tech,,Gurgaon,MakeMyTrip,Private Equity,"50,00,000",Strategic Investment,4827771,2818568,199,860,309219,19.7,109.1,25.8,404834627,890809
2667,01/06/2015,Vyomo,Beauty and Wellness Platform,,New Delhi,Aprameya Radhakrishna,Seed Funding,,,401971,4699147,404,1542,1231617,26.1,114.5,0.6%,312328012,813929
2668,01/06/2015,Veeba Foods,Healthy Food Manufacturer,,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,"60,00,000",Series B,4818627,4780255,146,"1,145",1349682,8.5,37.6,-12.6,342469636,265831
2669,01/06/2015,Truebil,Used Car Marketplace,,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,"5,00,000",,3963537,12359473,44,2630,16020,9.8,95.9,,307971049,1569888
2670,01/06/2015,Meritnation,Online Learning Platform,,New Delhi,InfoEdge,Private Equity,"40,00,000",Series C,4281097,1740015,326,3376,"1,889,626",20.4,119.8,-17.6,266936232,569627
2671,01/06/2015,Eattreatonline,Healthy Food Online Community,,New Delhi,Group of 15 Angel Investors,Seed Funding,"3,50,000",,4260515,13219359,444,,521575,28.0%,44.8,4.8,335294224,1159392
2672,01/06/2015,CredR,Used two-wheeler Marketplace,,Mumbai,GrowthStory,Seed Funding,,,954294,8566804,442,1973,927096,22.5,70.3,7.7%,111758590,572530
2673,01/06/2015,Glamrs,Online Fashion Video Portal,,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,"10,00,000",Pre-Series A,4656836,,479,1046,518480,-23.3,95.9,2.9,475838302,834258
2674,01/06/2015,Proviera,Probiotic Technology Products Manufacturer,,Chennai,Infuse Ventures,Private Equity,"5,50,000",,"2,979,478",17256890,58,157,1810509,17.2,,-27.0,291459969,101822
2675,01/06/2015,Arth DesignBuild,Architectural Design & Consulting,,Hyderabad,Srinivas Tirupati,Seed Funding,"5,00,000",,4811543,16394793,26,3009,1521808,-1.1%,103.3%,4.7,23425871,"499,101"
2676,02/06/2015,Saama,Big Data & Analytics Services,,Pune / US,Carrick Capital Partners,Private Equity,"3,50,00,000",Series A,4393174,16078581,286,4896,1979510,1.1,54.8%,-28.8,368272863,300839
2677,02/06/2015,AllIzHealth,Preventive Healthcare Services,,Pune,Mumbai Angels & Other angel investors,Seed Funding,"3,50,000",,2906458,17718880,475,364,771165,21.2,32.1,-21.7,205810362,1313139
2678,02/06/2015,Karma Healthcare,Tech-enabled Rural Healthcare Services,,Udaipur,Ennovent Impact Investment Holding,Private Equity,,Series A,1884830,4754804,498,4980,1125136,46.0,87.6%,37.1%,321242824,
2679,03/06/2015,Entropy Innovations,Engineering Innovations,,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,,,"604,090",,143,1351,1154912,,54.0,6.6,473796050,471183
2680,03/06/2015,Propstack,Real Estate Intelligence Platform,,Mumbai,DMG Information,Private Equity,"30,00,000",Series A,523508,3602234,190,4546,460113,51.5%,84.6%,20.5,444180448,85976
2681,03/06/2015,MyTaxiIndia,Online Car Rental Affiliates,,New Delhi,Green House Ventures,Seed Funding,"1,00,000",,1960753,6682884,334,392,1863813,-9.9%,67.3,45.0,347403398,684967
2682,03/06/2015,Arkin Net,Data Center Software platform,,Pune / US,Nexus Venture Partners,Private Equity,"1,50,00,000",Series B,4058595,11154819,457,4464,1728474,,65.9,7.8,21374588,953145
2683,03/06/2015,Little Black Book Delhi,Online City & Lifestyle Guide,,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,"1,50,000",,,,91,1684,1969355,20.6,108.2%,33.2,94528429,135562
2684,03/06/2015,MyPoolin,P2P Payments platform,,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,,,2419182,11595649,487,1410,914435,16.2,84.0,18.9,2287196,1195160
2685,03/06/2015,iCustomadeit,Bespoke Merchandize Marketplace,,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,"2,50,000",,1237379,11233866,409,1071,254745,39.7,82.5,-8.8%,443740022,914682
2686,03/06/2015,KAARYAH,Women Lifestyle Marketplace,,Gurgaon,Ratan Tata,Seed Funding,,,2830675,7591671,38,711,317748,-0.7,117.1,5.6,407888495,500715
2687,04/06/2015,Ecom Express,Logistics Solution Provider,,New Delhi,Warburg Pincus,Private Equity,"13,70,00,000",Series C,,11893303,421,4002,1111778,37.6,47.0,,,819863
